ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60
212,4.49908423467406E-06,0.010695012,0.0004760881,0.0001311478,0.0012708371,0.0001511464,1.42840739057377E-05,0.0006093919,0.0005203224,0.0010367622,0.0005592023,0.6163313938,8.945793160701E-06,0.0003906457,5.01879447613294E-11,1.34757312402163E-07,1.82538441293145E-05,2.8338395978197E-05,0.0434065854,0.0189396109,8.91591813610089E-06,0.0001187925,0.0031928179,0.0003968168,0.0005718804,1.03834590411837E-05,1.20776948245261E-05,0.0001060569,0.00009385,0.0085450802,0.1644101368,0.0021566632,0.0011019206,0.0001312501,0.0197795513,6.73372629360603E-06,2.39259011740249E-06,0.0001997343,6.16860894551567E-07,0.0030766216,0.0003617417,0.0001853432,2.25802639083328E-07,0.0007553515,2.72827682549417E-06,8.64997588160976E-05,7.41790800492271E-05,0.0033169087,0.0002289165,1.16556492351459E-06,0.0001033981,1.18252917138438E-05,0.0486534346,1.90663606334183E-05,0.0046214548,0.0025110764,0.0341149479,0.006357905,8.83992687475262E-06,7.00969025575656E-05
213,0.0004641652,0.0066932359,0.0001264538,0.000476907,0.0006254665,0.0002600364,2.50131571454972E-05,0.0004085205,0.0039925459,0.0002084406,0.0001078322,0.0000822,0.0001615128,5.99564176595117E-05,0.8632437589,0.0006839591,0.0003277966,0.000000168,0.00667422,1.12371716905164E-06,0.0009702106,1.41019357675479E-05,0.04861952,0.000062259,0.0003159211,0.0001582769,8.66972655304883E-05,0.0002180765,2.04036366623194E-05,0.0118471106,4.30205296274613E-05,6.15911678331147E-05,2.969382673462E-05,4.79303230623254E-05,0.0004060234,5.65945512756889E-05,9.62789234463144E-06,0.0004676737,8.83191817854689E-05,0.0007222091,2.60705633483939E-05,0.0015749048,7.87012681165978E-06,0.0003315125,7.33319030397038E-05,0.0019228477,0.0003894146,0.0011097883,0.0001834313,6.90082452193944E-06,1.02615528298292E-05,4.83427779044514E-05,0.0011478269,0.0002344023,0.0379646209,0.000345521,0.0056831305,1.85673905637242E-05,0.000015967,3.67131636541045E-05
214,7.72460752100237E-05,0.0299276237,6.76596200777257E-05,0.0002249771,0.0001332845,0.000227336,4.56091705867069E-05,0.0005709592,0.0001535032,0.0009597519,0.0003222309,0.0614478102,9.13157740897354E-05,0.0038237294,4.392969559199E-08,1.95216689961506E-06,2.76508791961662E-05,1.4898084155489E-05,0.0097967394,0.0002100984,3.98144830163535E-08,2.62269096264803E-05,0.0158478619,0.0015834511,4.8361335657679E-05,0.0001584357,2.67444199013683E-08,5.73105045231978E-06,6.0482895479437E-05,0.0487359685,0.5337781082,0.0003339485,0.0016224565,0.00000537,0.011207048,2.08325718879801E-05,0.0001150515,0.0009223529,1.19023263256489E-05,0.000050651,0.0840149433,0.000722321,1.24634029581626E-06,0.0015608101,4.20077965521614E-05,0.000002174,7.74472643118972E-05,0.0612973426,8.71126590720835E-05,0.000011349,0.0118900212,9.9207438390453E-06,0.0550977806,0.0003990463,0.0105908695,0.0164918174,0.0341817941,4.11045756536267E-05,1.69663456542643E-05,0.0008051985
215,1.55849080414027E-06,0.0087360756,8.58812130476999E-05,9.19625381918366E-05,0.0002141547,5.17148850877124E-05,4.02636296575984E-06,0.0004503841,0.0005344652,0.0002310555,0.0009005043,0.006348572,0.0001149537,0.0063915586,5.02057722861999E-10,5.86478672840024E-07,0.000008577,1.42282403044999E-05,0.0272673132,0.000235103,1.88809804406658E-08,8.26785600128916E-06,0.0071407174,0.0099913748,8.22720297333698E-06,0.0002825559,1.0429244555775E-06,1.03271890742402E-05,0.0002609503,0.0362309155,0.1981217416,0.00077646,0.0006693585,3.70611329975534E-05,0.0729178346,3.55869865827971E-06,0.000050635,0.0019172491,3.73373410270007E-06,0.0003121489,0.3956346589,0.0001213057,8.60042435181846E-06,0.0025602974,1.26794048442146E-06,0.000103032,9.86236484063377E-05,0.0238549824,0.0005665322,3.91251058292411E-06,0.0010470662,7.59731753452457E-05,0.1163266566,0.0010114735,0.0103213075,0.0073730619,0.056360225,0.000247146,2.35744954390524E-05,0.0038334479
216,0.000026371,0.0042027942,0.00012353,0.1054010814,0.0001449966,0.0002497394,4.31869198855774E-06,0.0004698523,0.0004674724,0.0006304981,2.25918394423489E-05,0.004023391,6.76722540659088E-05,0.0383995995,0.000000009,1.90528151711691E-07,6.70524757502415E-06,6.32338460379627E-06,0.0053797432,1.36348082423312E-05,1.65642875639061E-05,2.39727236580821E-06,0.0058056,0.0029421344,0.0004577648,0.000036267,1.06943411597386E-05,2.72747483820643E-05,4.54979068515208E-05,0.0077895872,0.0919394219,0.0001030968,0.0016958287,0.0010810333,0.0130115762,4.02392655429757E-06,0.000789197,0.003849822,7.37904147683385E-05,6.3138254555868E-05,0.0882572963,0.0001357616,4.35515641691905E-07,0.0006405864,0.0002050202,8.06548216182531E-06,0.0007697533,0.0014221723,0.0002069566,9.36857652171689E-05,0.0003524927,1.16738725824237E-05,0.0213672702,0.0023233851,0.008627045,0.5061561862,0.0074666548,4.61183049964335E-06,5.54969575682883E-06,0.0725601717
217,4.0273580793511E-05,0.0328610709,0.0001319275,0.0001718471,0.148406933,7.81134905315397E-06,0.0010941483,8.91040914586945E-05,0.0008208144,0.0015734764,0.0028712997,6.54098666998514E-05,0.0004455329,0.6240659298,4.33210242739059E-07,1.69482377313715E-07,0.0005353726,0.0001417326,0.008084463,3.23750873445683E-07,1.18294131151409E-06,4.41113279423327E-05,0.0117741284,0.000884251,0.0001454604,4.87950584401479E-05,3.76074719858766E-06,1.46653384697413E-05,0.0004353615,0.0104807645,0.0012128557,0.000000235,0.0004255567,0.0001548888,0.0062055294,0.0007886204,0.0002692201,0.0541084236,4.41645651891802E-06,0.0002572675,0.0478449834,1.55385881880312E-05,4.33885793772035E-06,0.0005694414,0.0001400139,1.1781570906775E-06,0.0030677445,0.0001164642,0.0023314632,0.0001649646,0.0017151313,3.14621938208375E-05,0.006160005,0.0001624828,0.0166391477,0.0006913946,0.0116459689,0.000007372,2.08511176261652E-06,2.12513883985171E-05
218,5.40337746478095E-06,0.0056661962,2.15373099098207E-05,0.0020471866,7.46529626443275E-06,0.000611672,6.91253361606366E-05,2.21891137059255E-05,0.0012030757,0.0001623475,5.99779592004549E-07,0.0004151116,5.9526297018587E-05,0.0001218835,3.38528669263479E-05,1.5345751714324E-06,0.0001361031,0.0001954676,0.0018101474,4.94104468835711E-05,1.05794885853226E-08,4.37139400436329E-05,0.0222793577,5.09525841075977E-05,2.30044955141612E-06,8.97107159887589E-06,5.38718375084972E-05,8.11566045640278E-05,0.0001166904,0.0213115697,5.25193825989357E-05,5.65453754851061E-06,0.0006093378,1.45679668780779E-07,1.78442374148102E-05,1.92668868869354E-06,1.38578765986909E-05,1.99069312122622E-05,1.49879253802512E-06,0.0001750207,0.0146068849,0.000050725,0.1836459481,5.21791248853992E-06,0.000019112,0.0005311394,0.000000346,0.0004321602,0.0003600132,0.0001191546,0.000073134,0.0018507097,0.0647780661,3.76922373307558E-05,0.00746088,0.0001290598,0.004208895,9.62461066577752E-06,0.6641938755,1.21882802156963E-06
219,0.000128243,0.0165214081,4.04386636972211E-05,0.2189450889,0.0001515846,0.001613396,7.18485426713952E-05,1.33873746373182E-05,0.0010991857,0.0005689554,0.000011001,0.0007931947,3.63661069757171E-05,0.0008174811,2.69531768366853E-06,8.49050666683978E-07,0.0001645448,0.0002737209,0.0053285686,0.000105282,2.30409013017673E-07,0.0001338774,0.0263610394,8.934694454453E-05,0.0001036872,4.37939008026911E-05,0.0005634663,0.0006431844,3.25892434754995E-05,0.0146903282,0.0003332742,2.0431224649816E-07,0.0042280264,1.77834618291583E-05,7.98210668739038E-05,6.27584023769052E-06,0.0002292268,9.75509397489902E-05,1.32273073631123E-06,0.0009636066,0.0204210306,2.47101769235754E-05,0.4999154367,6.5136607134573E-05,7.73237773723336E-05,0.0012161257,2.08709120377349E-05,0.0001957278,0.0048525198,0.0001190488,0.0027034267,0.0033900466,0.1499160158,0.0001429486,0.0136083396,9.37968683221286E-05,0.0069232519,0.0001924568,0.0008156396,0.000000271
220,3.96154512165231E-05,0.0204280229,3.38559078139479E-05,0.0005286725,0.0127201399,0.0002001997,0.7588276806,0.0002567415,0.0007618898,0.0001390914,4.44006763910023E-05,0.0020909291,0.0001574711,0.0008138782,3.68977007481137E-05,9.70171007653098E-07,5.4865127979645E-05,0.0007870435,0.0033554903,0.00012343,3.45304670995648E-08,4.72560862398956E-05,0.0146539203,0.0002935882,0.0001221862,2.751255499581E-05,3.77918049477225E-05,0.000453454,0.0001273349,0.0390745674,0.0001309983,8.66862609335431E-06,0.0006814766,1.14742350899181E-06,6.60761632279775E-05,0.0002540688,1.08046462004465E-06,0.000111654,9.66429996472102E-07,0.0002815173,0.0441200262,0.0001719746,0.0005743587,1.87346547241659E-06,0.0001823089,0.0002222667,0.0001180626,0.0004379292,0.0002142349,1.23666935966229E-05,5.578276827871E-05,0.0005203294,0.0735301505,9.74651643722094E-05,0.0140983834,9.26568468360163E-05,0.0075744806,0.0001807316,1.73502044099096E-05,0.000000682
221,8.73616315890638E-05,0.024962835,0.0001372103,0.0011579467,0.0003154235,0.0004552672,0.0004145948,0.000761082,0.0012875452,0.0004686292,2.31774257087333E-05,0.0010285182,0.0001627483,0.0001022172,9.38658322183976E-07,2.09339118208536E-06,3.51656329708611E-05,0.0002669321,0.0041086276,0.6832599075,2.66367786939014E-07,4.099955639791E-05,0.0336108058,0.0021928257,0.000020603,7.13103331453891E-05,2.47318446214541E-05,0.0007616118,4.08802058801063E-05,0.03119346,0.0002859628,7.44073701807543E-05,0.0008929951,5.57049883438638E-06,7.01147461617433E-05,7.08393615336831E-05,0.0002571255,0.000022867,7.22656116797404E-09,0.0001510854,0.1311712475,0.0003191404,0.0001275704,9.84309870834673E-07,9.97636120621896E-06,0.0001019001,3.49703783400922E-05,0.000449596,0.0001530665,0.0002209557,0.0001885906,0.0002570308,0.0563929636,9.63312096890178E-05,0.013456996,8.22523364765211E-05,0.0078908738,0.0001373772,9.95012633328252E-06,7.15352925455128E-05
222,5.4964600509346E-05,0.030614996,0.0001554489,0.0096093029,0.0008404013,0.0001469445,1.66052767967823E-05,0.0005543165,0.0015141736,0.0377600539,4.2531542089522E-05,0.0017275902,0.0002112344,0.0966368982,5.69222128677956E-07,0.000004664,0.0012909153,0.0007170789,0.0088904656,0.0001367958,3.9093640283383E-05,0.0003666663,0.0137448466,0.0006836561,0.0008979185,5.05163968123047E-06,0.0009827957,0.0001350912,0.0012214557,0.0207621109,0.0044397314,6.94932998411419E-05,0.0025674083,0.0001387117,0.0040247175,8.25588236282071E-05,0.0865550609,0.0277107403,0.0003566988,0.0004877495,0.1149930157,3.84465458755708E-05,0.0013775753,0.0005149529,0.001137367,3.13596630812727E-05,0.0001611152,0.0011823467,0.0140188399,0.0453075222,0.0028627493,0.0376360999,0.1658780845,0.0002920405,0.0175476267,0.1237812711,0.0487234749,2.65971244881361E-05,0.0631100769,0.0051819305
223,0.000789205,0.0268505526,7.46340851938093E-05,0.0005048948,0.0132322788,2.00756589709726E-05,1.69817372206779E-06,0.0006512131,0.0002382296,0.0332445313,0.0003708812,0.0001450312,0.0008387717,1.03879313043767E-05,9.47272536465035E-06,0.0005275116,0.0005895699,4.42400235356143E-07,0.0040972119,7.4796496059608E-05,2.52841308444596E-06,0.0006282115,0.024846327,0.0003391848,0.0002882559,2.94316185845261E-05,0.0001715082,2.28781985234547E-05,1.72928622959118E-06,0.019634494,9.31316104286458E-06,0.0003045202,0.0001901183,7.48592072263762E-06,0.0004872125,9.89228665831405E-05,0.0001111638,6.93043269155402E-05,4.54917844214391E-05,0.000323581,3.69886761074127E-05,0.0001439327,7.83589939451654E-06,5.40244211572409E-05,6.50423505820624E-05,0.000161346,4.43035670185386E-05,0.0002358492,0.0001914027,3.88733977682092E-05,2.56335522127546E-05,4.6515301977257E-06,0.0038869896,0.0002278671,0.0082701476,4.26071578543405E-05,0.0059648583,0.8506917325,6.59589551714195E-06,1.62648931051412E-05
224,0.0001947067,0.0201067899,2.92666556780292E-05,0.0001632851,0.0004829263,3.01972489588431E-06,6.42108990890547E-06,0.0005740683,4.03914635908898E-05,0.0124922689,0.0002545413,0.0001662605,0.0001095226,0.0010194806,2.94281056693999E-06,4.74601256089668E-05,0.0001958046,1.15564994182574E-05,0.0025220359,1.26731060013884E-05,1.34782147037754E-07,0.0001333959,0.0195950563,0.000781776,7.3462507259024E-05,4.50408058611451E-05,3.11907684364284E-05,2.66688090623397E-05,0.0006166891,0.0216007882,0.0003775056,2.54558612085349E-05,6.23177138343342E-05,0.0001163459,0.0058246033,8.25358852392116E-05,0.4660460773,0.09004237,2.9006132365629E-05,5.03775519085795E-05,0.0006209132,9.12078313453545E-05,0.0001094667,0.0001741551,0.0005956313,6.40912620456216E-05,8.24554742588641E-05,0.0001392715,0.0023831491,0.0014687101,0.2878227604,0.0001752861,0.0094697574,0.002048827,0.0211053572,0.000270542,0.0290109782,0.000020464,2.88533974787617E-05,0.0003219023
225,3.94958211017629E-06,0.0143175296,0.0062684135,0.0002351611,0.001532604,2.57385459821303E-05,4.0301365014539E-05,0.0002004026,0.0007107806,0.0003665331,0.0004789443,0.1142191842,0.000056128,0.0249501848,3.18702375559647E-10,6.18046508388082E-08,2.85238737079016E-05,0.0008271271,0.0336930749,5.19592685232377E-05,4.60875441820185E-08,2.67686712150494E-05,0.0061126707,0.0015305979,9.93188222109175E-05,0.000065444,8.97920577149814E-07,7.07721968718442E-06,0.0005500943,0.0248015142,0.5856934287,0.0001820912,0.043139552,0.0002279394,0.0344684114,3.49362758414791E-05,5.27730791246821E-07,0.0011321561,1.17185285723092E-05,0.0011710719,0.0014030173,0.0002370264,2.72325443253262E-07,0.0007147826,5.04835906446239E-06,3.08661505893643E-06,0.0003157902,0.0009475454,0.0002032721,5.75268147940362E-06,0.0007817578,1.89604158578945E-05,0.045903164,5.42494788821086E-05,0.009525328,0.0031813145,0.0393175271,7.00836064997208E-05,1.37649248148946E-05,3.53905313612214E-05
226,0.000529527,0.0527329732,6.74384337863305E-05,0.0001467953,0.0036155129,2.28176277511664E-06,1.96271172676312E-05,0.0001725289,1.29562727488741E-05,0.0638742484,0.0006069626,0.0002611911,0.0001334539,0.0012111539,9.74072079196899E-08,5.36613768079488E-05,0.0005512429,0.000029085,0.0027729025,5.00084802817897E-05,1.07760498930942E-07,0.0005639238,0.0073444573,0.0001763162,3.66089060607625E-05,1.26707894159393E-05,6.03110765532255E-06,7.85178531156718E-05,9.05495856367282E-05,0.0131721081,0.000117569,1.36441603313001E-05,0.0002477734,4.18923935857433E-05,0.0032526958,0.0005751003,0.0025488284,0.0110980233,4.12957063336727E-06,6.09217499943007E-05,0.0001281454,7.63798230110904E-05,0.0001092946,0.000729545,0.0002711376,2.59983005725701E-06,3.19108080672158E-05,3.27290836132313E-05,0.0005414775,0.0008428974,0.7970608138,1.72018294913665E-05,0.0087988177,0.0006360069,0.008239486,3.99185464291889E-05,0.015991009,0.0001541832,3.24224845429066E-06,7.68573047348063E-06
227,9.72126125618721E-05,0.0238545468,3.35046590414337E-05,0.0002473805,0.0110742444,0.000001376,7.05949219492105E-05,0.0022911454,3.0818116052901E-05,0.0327285619,0.0003846195,0.0004575064,0.0009366796,0.0002991782,3.20314317060967E-07,3.71258546724365E-05,0.0004392936,7.99638793406738E-07,0.0023562843,0.000004601,2.07546644325521E-06,1.11186084057864E-05,0.0041179771,0.0006088968,0.0004044225,2.34856417581341E-05,1.43238963037901E-05,3.03769107368603E-05,1.94463673931618E-05,0.0153728079,0.0001014601,0.0012324524,0.000143132,1.68714228136096E-05,0.0005491896,0.0003883806,0.0001912765,0.0014746923,9.40016641420863E-05,5.89027993119501E-05,6.838307061995E-05,0.0001500616,6.54284521827154E-06,1.3217157662989E-05,0.8658855461,5.16044585512822E-06,0.0005852787,5.98473445456953E-05,0.0007749538,9.88051704973044E-05,3.26408806730106E-05,5.04506336911284E-06,0.0017562989,0.0004594478,0.0081221772,0.0131170607,0.0073135359,4.9890212673475E-05,1.84865628166342E-05,0.0012765365
228,4.77757469931485E-05,0.0543754594,0.0011392233,0.0032801041,0.0015585718,0.0010359228,0.0013949623,0.0003379402,0.0058509533,0.0020321292,0.0003064128,0.0011146097,0.0007092773,0.0005305933,0.1124469792,2.89633240628301E-05,0.0003022041,0.0830247897,0.0447069465,6.58915242411912E-05,0.0001012366,0.000451168,0.0395150619,0.0003574723,0.4807419391,1.15866405547448E-05,0.0003755074,0.0004001003,0.0033793047,0.0487073842,0.0002383185,7.62534115581937E-05,0.0009344736,7.60446109329561E-05,0.0001345905,0.0014756066,4.22081717569887E-05,0.0003421276,5.79649462802127E-05,0.0011735414,0.0008578452,0.000182377,0.0008068013,2.65956818826569E-06,0.0002780567,0.0036714184,0.0006183839,1.19655013440268E-05,0.0337081569,5.8131276037348E-07,0.000032835,0.0012520896,0.0260731378,0.0004989721,0.0282671295,0.0004531275,0.0095224084,0.0006647411,0.0001982846,1.74287202871708E-05
229,5.01261567366409E-06,0.0197121835,0.0003175775,0.000194389,0.0018680418,0.0002798865,0.0010068774,4.47173791755007E-05,0.6018173915,0.0012145372,0.0040259899,3.4064815144622E-05,0.0112203796,0.0076338452,0.0004250281,1.80541737945043E-05,0.0007291856,0.011190245,0.0297227854,0.0001207786,0.0008475864,0.0001833978,0.1127039212,0.0004059846,0.0001218225,0.0001545291,0.0011011793,0.0006435481,0.0021021218,0.0455554433,0.0001653148,9.1543700057913E-06,0.0010028089,0.0012135494,0.0005632406,2.06201655206927E-05,0.0002974881,8.66598628771932E-05,1.39654427631547E-05,0.002743047,0.0029080986,0.0001279836,0.0006818965,1.79417218418473E-06,6.21892358177676E-05,0.000075877,0.0014844674,1.85008328983533E-05,0.076716558,4.34419426626991E-05,0.000029897,0.0002555795,0.0034814365,0.0002230056,0.0286785147,0.0002372984,0.0230349374,0.0001455974,0.0002714464,0.000005126
230,0.000055718,0.0079191423,0.0004948299,0.0002046103,0.0005456853,2.55954482329833E-05,4.4628214034864E-05,4.66192600748699E-05,0.0006821699,0.0006025555,0.0003891975,0.0001499882,5.67311349241911E-05,0.0119090315,3.57884313000619E-07,5.77392180841935E-06,0.0001167993,0.0016276793,0.0186447349,1.27411742900626E-06,4.63919756081865E-06,1.09884275461996E-05,0.0882143619,0.0009235793,9.21565747153029E-06,0.0005803388,4.84587817035902E-05,1.10121937428018E-05,0.0019915058,0.0267128062,0.0003918047,4.29210889771472E-06,4.30085759332562E-05,0.3991055308,0.0351679907,7.62961757099296E-05,0.0017521745,0.0456448273,2.51005453259922E-05,0.0001390444,0.0002304774,0.0001351109,6.09212227102961E-05,0.0002094742,1.43482136146316E-05,1.21598105809311E-05,0.0021635165,2.00217806100842E-05,0.0035938737,0.0003080428,0.2539296539,7.14618486594346E-05,0.0023745803,0.0013845011,0.051623724,0.0002196837,0.0391926055,1.45907150955099E-06,1.31930750200077E-06,7.29671152068735E-05
231,1.39504464880316E-05,0.0147046069,0.0003234938,0.000093086,0.0020570982,4.68929699838733E-06,8.43814337758853E-05,0.0004030879,0.0012598302,0.0006071776,0.0071179393,0.0007816315,0.0002604627,0.182166669,1.51947206135813E-10,1.54541309485872E-05,0.0001161359,0.0003413038,0.0242098378,1.01009555247404E-06,0.000002721,8.92689101906879E-06,0.0063092202,0.0553588018,0.0003092974,3.61354684699997E-05,4.7827387506443E-07,2.19549215550534E-06,3.20962145633016E-05,0.0106326393,0.1102288849,0.0001437601,0.0004482729,0.0009082726,0.0249642387,3.64952442547625E-05,2.3510838112055E-05,0.0043028129,4.51072800604926E-05,0.000448978,0.0011267003,0.0001751572,5.30982917321924E-06,0.0003290426,4.07267943346293E-05,4.89936821237533E-07,0.0358773951,0.0004189424,0.000340387,2.00871357525924E-05,0.0001759092,1.25015949471477E-05,0.0030964078,0.0004154795,0.0177632855,0.4439534797,0.0427525298,4.93928755948717E-06,9.68242537665288E-07,0.0046855691
232,1.22612879602985E-05,0.0114344773,0.0001870585,0.0284894693,0.0001144936,0.7340967914,0.0733492116,2.39312111293437E-05,0.0031079106,0.000103612,1.83614656862621E-05,0.0023690633,0.0002580922,6.34198661007882E-05,0.0001112609,1.1914150342755E-05,9.54274929552754E-05,0.0001484218,0.0035219026,0.0328364569,0.0001351365,0.0001855013,0.0105892598,0.000032015,0.0003445749,0.0001218739,0.0001638642,0.0541935602,4.47538675963604E-06,0.010530183,0.0001054763,8.74516874264468E-06,0.0038462662,2.49356244733665E-05,9.15042779981136E-06,7.43286713186828E-06,8.98726129609488E-07,3.89432611635319E-06,1.63419737305779E-06,0.000778419,0.0016879515,0.0022392758,0.0002746467,2.5739534160881E-07,0.0001574988,0.0003229838,0.0001899647,0.0001845186,7.89594621804074E-05,0.0002164257,1.07803488901115E-05,4.02033536882186E-05,0.0112754736,0.000023427,0.0068421455,8.21848587180186E-05,0.0048313546,8.63233865133525E-05,1.37583518870028E-05,1.03216481399282E-06
233,0.000042113,0.0218435711,0.000179879,0.0001713559,0.3781863202,0.0001522474,0.0006308429,0.0001316058,0.0561493233,0.0018993908,0.003421508,0.001310592,0.0021414238,0.2924468172,5.9350605005745E-06,3.80232056251667E-06,0.0005100358,4.33280718163193E-06,0.030970267,4.11832016074938E-06,0.0002033245,6.04296110783024E-05,0.0135893429,0.0003861801,0.0015456297,4.60598148359105E-05,8.90433516823106E-05,0.0001880726,0.0004202238,0.0154739282,0.0061624632,9.54174225491499E-05,0.0011189023,0.0003129906,0.0413023146,0.0001806605,2.0954735445231E-06,0.0019557836,0.0002560135,0.0272942448,0.0009694632,0.0001481074,6.12074673002028E-07,0.0139887199,0.0001117291,8.32726848627642E-05,0.0011522408,0.0192192368,0.0006024419,6.17138507131942E-06,0.000021228,2.18076564859808E-05,0.0182390923,4.5983064042632E-05,0.0192301631,0.0033836941,0.0207209011,0.0011192038,4.08780705662358E-05,6.45108448480185E-06
234,1.16653392215698E-05,0.021665012,0.0004112778,0.0001533217,0.001983626,5.69498353038635E-05,0.0004103802,6.57909350153361E-05,0.0013316665,0.0008203488,0.0003186745,0.0045138888,0.0001270471,0.0014436525,2.81578001282095E-08,2.11432671583404E-06,0.0001628953,0.7291173199,0.0107689404,0.0001711268,9.35063116768612E-09,7.26248819940395E-05,0.0062390386,0.0007875434,8.57089040673274E-05,7.8446139698292E-06,0.000020975,0.000199098,0.0004582714,0.0218293164,0.0010833991,2.68578872991589E-05,0.0005561428,0.0001200441,0.0006658583,7.04556591604094E-05,3.87971362681975E-06,0.0003417735,1.21253091912759E-06,0.0001830518,0.0013998346,6.37238869257157E-06,0.0006582873,3.16971374335941E-05,2.12417328801437E-06,0.00007693,0.0001143268,0.000240653,0.0003039044,5.52700737661653E-05,0.0004137466,0.0008302921,0.1282579789,0.0001077803,0.0095261856,0.0001514883,0.0398074884,0.0117074615,1.79652480641625E-05,1.38064719522298E-06
235,1.78788240538115E-05,0.0124128349,0.0006147189,0.0007102067,0.0011861034,0.0001338341,0.0003448206,0.0002519815,0.0033658146,0.0011514314,9.38849282141315E-05,0.0269629519,0.0002981782,0.0339324048,0.000000216,1.82486822998181E-06,0.0001943706,0.5201781483,0.0222954612,1.11588409570091E-05,9.2791506933678E-07,0.000013621,0.0140800462,0.0019444261,0.0004047741,4.0114539606017E-06,6.50158779534099E-06,0.0002956914,0.0012302777,0.0447955146,0.0163810193,8.82735773135459E-05,0.0028844091,0.0006498644,0.0010293437,7.05737110292601E-05,2.17328211851613E-06,0.000420328,1.14169116588429E-05,0.0001774982,0.0049662398,0.0001600034,0.0001137769,9.4987916512878E-05,0.0001177753,6.7977262026577E-06,0.0233774115,0.0007218173,0.0005308721,1.22087952848563E-05,0.000178777,0.0005662073,0.1172720548,0.0002313309,0.0186102305,0.1022254187,0.0219105412,0.000057771,3.75436165933372E-05,0.0001593175
236,3.28128054196155E-06,0.0051306813,0.0002387849,4.86659247367271E-05,0.019571448,9.58916660165979E-05,1.40727097904421E-05,8.14736505265615E-05,0.000640639,0.0003703801,0.0007936867,0.1000476529,0.000067951,0.0178360459,5.51277580375187E-10,3.2586483847217E-08,8.91327071943945E-05,7.31838809882737E-05,0.0559179155,3.06072575609314E-05,4.82759624327583E-07,3.73665701967694E-05,0.0043914386,0.0003944345,0.0002160433,7.13267312019864E-05,1.39228821167897E-06,1.95334256357448E-05,0.0004109534,0.0132475147,0.1471910655,8.86235682919174E-05,0.0004567966,0.0001465874,0.048600328,5.06246091822851E-05,4.75446666922747E-07,0.0005566042,8.98150118135428E-06,0.0033331929,0.0011934907,3.77777827144288E-05,7.71684558355658E-07,0.0152397671,2.77758955299778E-06,6.08118932186505E-05,0.0003810913,0.3900238152,0.0004841063,3.72901772039504E-07,0.0001991874,7.64453650259075E-05,0.1255381423,2.65458681780725E-06,0.0060712925,0.0021095312,0.0364280535,0.0016769406,0.0001936492,4.02748433562632E-06
237,8.94543759296428E-07,0.0064974578,1.86716746129647E-05,4.36656346173585E-05,0.0006182412,0.0001188023,0.0001553602,2.40678219042773E-05,0.001890764,0.0006948802,0.0020320548,0.00045066,3.11819409439672E-05,0.0967092735,1.62055149247831E-06,8.59823367597433E-07,0.0001237673,0.0001489093,0.0213555816,2.44010685885513E-06,1.48445573791557E-05,3.30833972158464E-05,0.0498985657,0.000124104,9.86571584597339E-06,4.817868330327E-05,0.000114578,3.39654568673323E-05,0.0206876613,0.0246618021,0.0033822436,1.4382664338763E-06,0.0005166754,0.0024365476,0.021940186,2.6158368817493E-05,0.0045181734,0.0082157674,2.32817748897731E-06,0.0014510654,0.005482715,5.94064099490824E-05,0.000552425,0.0026140208,4.71638510776359E-05,0.0003075644,0.0001748836,0.000577624,0.3452022608,4.22325802266837E-05,0.2797505723,6.88863093484725E-05,0.0176782423,0.0003001341,0.0314470188,0.0007580147,0.0456473753,3.12956372504195E-06,0.000240598,9.34515284427373E-06
238,7.63714496943952E-06,0.0164182842,0.0001579056,0.0001345822,0.5347127998,1.65042532817741E-06,8.03860782183503E-05,0.0006552664,0.0013792278,0.0316658373,0.0984444815,0.0001010783,0.0011759768,0.0123600853,4.79164937138586E-07,4.45451690641162E-06,0.0426061525,3.60987871691757E-05,0.0281218446,7.09711479347045E-06,0.0001238495,0.0002311581,0.0132989372,0.0074091801,0.0001908811,4.36262008696548E-05,5.90457404833142E-05,2.41758668498983E-05,0.000284802,0.0242094127,0.0006144339,3.09897534740822E-05,0.0009217051,0.0001440836,0.0014601575,0.0047272275,5.53616149962834E-05,0.0017502787,1.67674752546049E-05,0.0082485925,0.0004724248,4.43962282030988E-05,0.00003014,5.39874840558041E-05,0.0042267134,0.0002317029,0.0029638029,9.29473986545932E-05,0.1192409814,0.000016512,1.96240728756807E-05,1.93285960413134E-05,0.0052171708,0.0001640442,0.0147797524,0.00095335,0.0178291607,0.001217893,0.0004915837,0.000018492
