,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,ID
0,7.33703918383515e-05,7.337039183836e-05,0.17356155366510098,7.33703918383697e-05,7.33703918383539e-05,7.337039183835591e-05,7.337039183834391e-05,7.337039183836359e-05,7.33703918383647e-05,7.33703918383601e-05,7.33703918383088e-05,7.33703918383706e-05,7.33703918383702e-05,0.0318609176453285,7.33703918383778e-05,0.0517401513324631,7.337039183836991e-05,7.33703918383412e-05,7.337039183835659e-05,7.337039183836709e-05,7.337039183836751e-05,7.33703918383735e-05,7.33703918383466e-05,7.33703918383965e-05,7.337039183836371e-05,7.33703918383877e-05,7.337039183838571e-05,7.33703918383701e-05,0.0152800294807445,0.030069724108258002,7.337039183836641e-05,7.33703918383609e-05,0.473350395909108,7.33703918383647e-05,7.33703918383558e-05,0.062045793417108,7.3370391838374e-05,7.337039183835741e-05,7.33703918383648e-05,7.33703918383727e-05,7.33703918383554e-05,0.0475963635180393,7.337039183836129e-05,7.33703918383573e-05,7.33703918383818e-05,7.33703918383688e-05,7.33703918383603e-05,7.337039183837049e-05,7.337039183838059e-05,7.33703918383679e-05,7.337039183835831e-05,7.33703918383547e-05,7.33703918383646e-05,7.33703918383498e-05,7.33703918384e-05,7.33703918383655e-05,7.33703918383588e-05,0.11075318094009301,7.3370391838328e-05,7.33703918383631e-05,1
1,8.99442470576112e-05,8.994424705762591e-05,8.99442470575958e-05,0.0267364879570417,0.255625065297108,8.994424705758449e-05,8.994424705761421e-05,8.994424705761179e-05,8.994424705758491e-05,8.99442470575765e-05,8.99442470575948e-05,8.99442470575976e-05,8.99442470575918e-05,8.99442470576004e-05,8.994424705760559e-05,8.994424705759741e-05,8.994424705760429e-05,8.99442470576129e-05,8.99442470576302e-05,8.994424705761909e-05,0.17030250301888,0.0346763721519931,8.994424705773979e-05,8.994424705760379e-05,8.994424705760741e-05,0.26034205892938,8.99442470575914e-05,8.99442470576165e-05,8.994424705760341e-05,8.994424705757908e-05,8.9944247057611e-05,8.99442470575881e-05,8.99442470576149e-05,8.99442470576076e-05,8.99442470576061e-05,8.994424705757141e-05,8.994424705760359e-05,8.994424705758841e-05,8.994424705760799e-05,8.99442470575968e-05,8.99442470576095e-05,0.206606414521601,8.994424705760992e-05,8.994424705757379e-05,8.99442470575922e-05,0.0409440530299428,8.99442470575908e-05,8.99442470576005e-05,8.994424705762e-05,8.994424705760559e-05,8.99442470575972e-05,8.9944247057606e-05,8.9944247057601e-05,8.99442470576122e-05,8.99442470575991e-05,8.99442470576097e-05,8.99442470576085e-05,8.994424705760219e-05,8.99442470576097e-05,8.994424705758041e-05,2
2,0.0812646621461835,6.79507845196557e-05,0.155726790664721,6.795078451964239e-05,0.152677102301321,0.0792498810797824,6.79507845196505e-05,6.79507845196513e-05,6.79507845196218e-05,6.7950784519639e-05,6.795078451962789e-05,6.79507845196114e-05,6.795078451969611e-05,6.7950784519628e-05,6.795078451965849e-05,6.79507845196242e-05,6.7950784519629e-05,6.795078451964499e-05,6.79507845196248e-05,0.107928790563723,6.79507845196623e-05,0.0468054369145004,0.0203462052274802,6.79507845196545e-05,6.79507845196461e-05,0.0771916996520036,6.795078451962939e-05,6.79507845196549e-05,0.0192118569031976,6.795078451962491e-05,6.79507845196509e-05,6.79507845196531e-05,6.79507845196539e-05,6.79507845196519e-05,6.79507845196626e-05,0.0634121750682089,6.79507845196393e-05,6.79507845196491e-05,0.0582204049857469,6.79507845196893e-05,6.795078451962309e-05,0.0205897153171144,6.79507845196015e-05,6.795078451973189e-05,6.79507845196308e-05,6.7950784519729e-05,6.79507845196832e-05,6.79507845196277e-05,6.79507845196494e-05,6.795078451966279e-05,6.79507845196405e-05,6.795078451964289e-05,0.11418159230359301,6.79507845196377e-05,6.79507845196345e-05,6.79507845196653e-05,6.79507845196876e-05,6.79507845196154e-05,6.79507845196365e-05,6.795078451966e-05,3
3,8.61675262829642e-05,8.616752628297758e-05,8.61675262829428e-05,8.616752628295941e-05,8.61675262829129e-05,8.61675262829073e-05,8.616752628296579e-05,8.616752628294019e-05,0.265231959162067,0.150820220539366,8.616752628296909e-05,8.61675262829216e-05,8.6167526282963e-05,8.616752628294809e-05,8.616752628296021e-05,8.61675262829203e-05,8.61675262829394e-05,8.616752628292321e-05,8.61675262829204e-05,8.616752628293859e-05,8.61675262829234e-05,0.0810529065050968,8.61675262829433e-05,0.0355496390532138,0.0363555730019955,8.61675262829463e-05,8.616752628295029e-05,8.61675262829444e-05,8.61675262829591e-05,8.61675262829636e-05,8.6167526282947e-05,8.61675262829262e-05,8.616752628296971e-05,0.0257949858225024,8.616752628282979e-05,8.616752628294691e-05,8.61675262829514e-05,8.616752628294499e-05,8.61675262829304e-05,8.61675262829234e-05,8.61675262829668e-05,8.61675262829565e-05,0.12133032218677801,8.61675262829199e-05,8.61675262829479e-05,8.616752628293381e-05,8.61675262829497e-05,8.616752628294069e-05,8.616752628294058e-05,8.61675262829579e-05,8.61675262829439e-05,0.0279248066703419,8.61675262829362e-05,8.61675262829504e-05,8.61675262829405e-05,8.61675262829311e-05,8.616752628301271e-05,0.251545043218209,8.61675262829443e-05,8.6167526282965e-05,4
4,7.083769549141729e-05,7.08376954913778e-05,7.08376954914099e-05,7.0837695491405e-05,7.08376954914093e-05,7.083769549142479e-05,7.08376954914063e-05,7.08376954914068e-05,7.08376954913558e-05,0.16499739069595298,7.08376954914191e-05,7.083769549138921e-05,7.083769549143179e-05,7.08376954913872e-05,7.0837695491374e-05,7.08376954914134e-05,7.08376954914264e-05,7.08376954914251e-05,7.08376954913952e-05,7.083769549141609e-05,7.083769549140721e-05,7.083769549138509e-05,7.0837695491391e-05,0.042081586745601,7.08376954913917e-05,7.08376954913945e-05,7.083769549139871e-05,7.08376954914179e-05,7.08376954914051e-05,7.08376954914141e-05,7.083769549144209e-05,7.083769549141079e-05,7.083769549143499e-05,7.08376954913997e-05,0.0796681058332945,7.08376954914255e-05,7.08376954914025e-05,7.08376954914008e-05,7.0837695491414e-05,7.08376954914105e-05,7.08376954914234e-05,7.08376954913994e-05,7.083769549141079e-05,7.08376954914051e-05,7.083769549144791e-05,7.08376954913984e-05,7.08376954914135e-05,7.08376954914143e-05,0.7092860057776329,7.083769549139749e-05,7.083769549139391e-05,7.083769549141641e-05,7.083769549140591e-05,7.08376954913971e-05,7.083769549139879e-05,7.08376954914163e-05,7.08376954914022e-05,7.083769549145172e-05,7.083769549140699e-05,7.0837695491399e-05,5
5,0.000141449788599626,0.000141449788599622,0.00014144978859961698,0.000141449788599613,0.00014144978859964,0.00014144978859960902,0.27189115023132804,0.000141449788599648,0.00014144978859963,0.00014144978859955302,0.000141449788599631,0.000141449788599634,0.000141449788599605,0.000141449788599624,0.00014144978859961102,0.000141449788599579,0.00014144978859962802,0.000141449788599662,0.32514117669269,0.000141449788599575,0.000141449788599624,0.12096224820529901,0.00014144978859961598,0.000141449788599623,0.274084236709104,0.000141449788599629,0.000141449788599626,0.00014144978859961102,0.0001414497885996,0.000141449788599631,0.000141449788599631,0.00014144978859962,0.000141449788599636,0.000141449788599621,0.000141449788599629,0.000141449788599624,0.000141449788599633,0.000141449788599627,0.000141449788599625,0.00014144978859963,0.00014144978859961002,0.000141449788599624,0.00014144978859963,0.00014144978859961002,0.000141449788599636,0.000141449788599641,0.00014144978859961002,0.000141449788599548,0.00014144978859965,0.000141449788599614,0.000141449788599619,0.00014144978859961598,0.000141449788599624,0.000141449788599643,0.000141449788599625,0.000141449788599608,0.00014144978859962802,0.000141449788599627,0.000141449788599631,0.000141449788599627,6
6,0.103380596678379,2.9296621106054198e-05,2.92966211061027e-05,0.146882618176635,2.92966211061047e-05,0.0431443661924029,2.92966211061445e-05,0.0119760090752638,2.9296621106122902e-05,0.05943431387583701,2.9296621106122302e-05,0.0836093937150911,2.9296621106158003e-05,2.92966211061349e-05,2.92966211061166e-05,2.9296621106143102e-05,0.0411933071431798,2.92966211061875e-05,2.92966211061698e-05,2.9296621106132e-05,2.92966211061102e-05,2.92966211060852e-05,2.9296621106110102e-05,2.92966211061208e-05,0.0458253374745453,2.9296621106098e-05,2.92966211061521e-05,2.9296621106112202e-05,2.9296621106151098e-05,2.92966211061234e-05,2.9296621106079805e-05,0.0189118952721755,2.92966211060668e-05,2.92966211061224e-05,0.0300614501644475,2.92966211060919e-05,0.0312941246244884,2.9296621106155103e-05,2.92966211061348e-05,2.9296621106134e-05,2.9296621106136702e-05,2.9296621106098304e-05,2.92966211061094e-05,2.92966211060956e-05,2.92966211060953e-05,2.9296621106119e-05,2.92966211061242e-05,2.92966211061286e-05,2.9296621106123698e-05,2.92966211061279e-05,2.92966211061039e-05,2.92966211061158e-05,0.15691059696130802,2.9296621106104498e-05,2.9296621106104305e-05,2.9296621106096197e-05,0.0623253120315067,0.163703034043858,2.92966211061138e-05,2.92966211061289e-05,7
7,0.000138512108220694,0.00013851210822068998,0.000138512108220686,0.00013851210822068302,0.00013851210822068798,0.00013851210822068402,0.0001385121082207,0.00013851210822068402,0.00013851210822069099,0.0534025164450771,0.000138512108220678,0.000138512108220692,0.000138512108220703,0.000138512108220677,0.00013851210822068402,0.000138512108220694,0.000138512108220698,0.000138512108220693,0.00013851210822068502,0.00013851210822075902,0.00013851210822068898,0.000138512108220694,0.000138512108220706,0.00013851210822068998,0.000138512108220707,0.000138512108220699,0.000138512108220703,0.000138512108220678,0.000138512108220693,0.000138512108220698,0.0317869472822041,0.000138512108220677,0.000138512108220694,0.000138512108220695,0.00013851210822068502,0.00013851210822068898,0.00013851210822068302,0.000138512108220687,0.351381478012008,0.00013851210822068898,0.000138512108220693,0.00013851210822072,0.109624443359761,0.152998940838904,0.000138512108220696,0.000138512108220678,0.232826582925592,0.000138512108220697,0.000138512108220635,0.0606379494007572,0.000138512108220709,0.00013851210822070101,0.000138512108220679,0.00013851210822066299,0.00013851210822068302,0.00013851210822068302,0.000138512108220679,0.000138512108220669,0.000138512108220673,0.000138512108220695,8
8,8.0450753500417e-05,8.04507535004278e-05,8.04507535004126e-05,8.04507535004172e-05,8.045075350042e-05,0.600471855011712,8.04507535004137e-05,8.04507535004118e-05,8.04507535004314e-05,8.045075350041959e-05,8.0450753500403e-05,8.04507535004079e-05,8.04507535004234e-05,8.045075350042059e-05,8.045075350042092e-05,8.0450753500408e-05,8.04507535004069e-05,8.045075350042471e-05,8.045075350042e-05,0.20049682338135702,8.04507535004113e-05,8.045075350043299e-05,8.045075350040949e-05,8.04507535004128e-05,8.045075350041501e-05,8.045075350037271e-05,8.04507535004154e-05,8.04507535004103e-05,0.0232666640667278,8.045075350038721e-05,8.04507535004259e-05,8.045075350041899e-05,8.04507535004181e-05,8.045075350041071e-05,8.045075350041059e-05,8.04507535004068e-05,8.045075350041959e-05,8.04507535004103e-05,8.045075350041501e-05,8.045075350043299e-05,0.0214637971622798,8.04507535004157e-05,8.04507535003965e-05,8.04507535003735e-05,8.045075350042719e-05,8.04507535004146e-05,0.054339915628675996,8.0450753500404e-05,8.045075350041899e-05,8.04507535004253e-05,8.045075350040129e-05,0.0580088601136789,8.04507535004072e-05,8.04507535004006e-05,8.045075350042429e-05,8.04507535004188e-05,8.045075350039309e-05,8.04507535004042e-05,8.045075350040391e-05,0.0376881947000476,9
9,0.009921896231877671,3.8797988642578205e-05,3.87979886426095e-05,3.87979886425965e-05,3.879798864269221e-05,3.87979886426009e-05,3.87979886426281e-05,3.87979886426131e-05,3.87979886426642e-05,0.13659440069328999,3.87979886426164e-05,3.8797988642621004e-05,3.8797988642602505e-05,3.87979886426279e-05,3.87979886425959e-05,3.8797988642625e-05,3.87979886426144e-05,0.0316988346719772,3.87979886426303e-05,3.87979886426113e-05,3.8797988642604795e-05,3.8797988642636996e-05,3.87979886426101e-05,3.87979886426137e-05,0.5137631072233279,3.87979886425932e-05,3.87979886426174e-05,3.8797988642599395e-05,3.87979886426316e-05,0.0825859881471545,3.8797988642576796e-05,3.87979886427011e-05,3.879798864258621e-05,3.87979886426166e-05,3.87979886425721e-05,3.8797988642622204e-05,3.87979886426015e-05,3.87979886426058e-05,0.0328295749336901,3.87979886425981e-05,3.8797988642602796e-05,3.8797988642615604e-05,3.879798864261671e-05,0.13973215894647,3.87979886426072e-05,3.87979886426276e-05,3.87979886425918e-05,0.0148043096642686,3.87979886426038e-05,3.8797988642564e-05,3.87979886426274e-05,3.8797988642641706e-05,3.87979886426372e-05,3.87979886425964e-05,3.8797988642613205e-05,3.87979886425609e-05,3.87979886426257e-05,3.8797988642622603e-05,3.87979886425986e-05,0.036091032067171,10
